0.6	1.14384
0.652525	1.15974
0.70505	1.17575
0.708263	1.17677
0.757576	1.19091
0.810101	1.20689
0.862626	1.22432
0.86659	1.22576
0.915151	1.2418
0.967677	1.26103
1.00151	1.27475
1.0202	1.28164
1.07273	1.30276
1.12006	1.32374
1.12525	1.32583
1.17778	1.34852
1.22875	1.37273
1.2303	1.3734
1.28283	1.39774
1.32941	1.42172
1.33535	1.42455
1.38788	1.4516
1.42111	1.47071
1.4404	1.48117
1.49293	1.51262
1.50378	1.5197
1.54545	1.5457
1.57899	1.56869
1.59798	1.58123
1.64934	1.61768
1.65051	1.61848
1.70303	1.65544
1.71848	1.66667
1.75556	1.69241
1.7886	1.71566
1.80808	1.72871
1.86061	1.76393
1.86169	1.76465
1.91313	1.79677
1.93979	1.81364
1.96566	1.8293
2.01818	1.86205
2.01909	1.86263
2.07071	1.89449
2.09661	1.91162
2.12323	1.92917
2.16724	1.96061
2.17576	1.96682
2.22828	2.00806
2.23013	2.0096
2.28081	2.05345
2.28648	2.05859
2.33333	2.10306
2.33802	2.10758
2.38586	2.1555
2.38695	2.15657
2.43575	2.20556
2.43838	2.20825
2.48628	2.25455
2.49091	2.259
2.54039	2.30354
2.54343	2.3062
2.59596	2.34897
2.60063	2.35253
2.64848	2.38702
2.66981	2.40152
2.70101	2.4212
2.75007	2.45051
2.75354	2.45239
2.80606	2.47907
2.84801	2.49949
2.85859	2.50412
2.91111	2.52577
2.96364	2.54689
2.96772	2.54848
3.01616	2.56549
3.06869	2.58419
3.10456	2.59747
3.12121	2.6032
3.17374	2.62223
3.22626	2.64354
3.23293	2.64646
3.27879	2.66591
3.33131	2.69153
3.33867	2.69545
3.38384	2.71928
3.4259	2.74444
3.43636	2.75069
3.48889	2.7846
3.50163	2.79343
3.54141	2.82079
3.57113	2.84242
3.59394	2.85874
3.63827	2.89141
3.64646	2.89728
3.69899	2.9347
3.70716	2.9404
3.75152	2.96996
3.78161	2.98939
3.80404	3.00322
3.85657	3.03393
3.86482	3.03838
3.90909	3.06129
3.96162	3.08685
3.96283	3.08737
4.01414	3.10884
4.06667	3.12886
4.08977	3.13636
4.11919	3.1458
4.17172	3.15937
4.22424	3.1694
4.27677	3.17497
4.32929	3.17489
4.38182	3.16786
4.43434	3.15252
4.46916	3.13636
4.48687	3.12656
4.53867	3.08737
4.53939	3.08671
4.5827	3.03838
4.59192	3.02597
4.61561	2.98939
4.6422	2.9404
4.64444	2.93548
4.66294	2.89141
4.68031	2.84242
4.69487	2.79343
4.69697	2.7847
4.7063	2.74444
4.7153	2.69545
4.72196	2.64646
4.72621	2.59747
4.72795	2.54848
4.72715	2.49949
4.72385	2.45051
4.71823	2.40152
4.71062	2.35253
4.7015	2.30354
4.69697	2.28104
4.69109	2.25455
4.68004	2.20556
4.6693	2.15657
4.65948	2.10758
4.65108	2.05859
4.64449	2.0096
4.64444	2.00913
4.6396	1.96061
4.63703	1.91162
4.63683	1.86263
4.639	1.81364
4.64347	1.76465
4.64444	1.7574
4.64966	1.71566
4.65764	1.66667
4.66736	1.61768
4.67865	1.56869
4.69127	1.5197
4.69697	1.49908
4.70409	1.47071
4.71678	1.42172
4.72945	1.37273
4.74155	1.32374
4.7495	1.28807
4.75213	1.27475
4.76024	1.22576
4.76629	1.17677
4.76986	1.12778
4.77062	1.07879
4.76828	1.0298
4.76254	0.980808
4.75305	0.931818
4.7495	0.919393
4.73868	0.882828
4.71927	0.833838
4.69697	0.789993
4.69435	0.784848
4.66235	0.735859
4.64444	0.713754
4.62321	0.686869
4.59192	0.654645
4.57627	0.637879
4.53939	0.605519
4.52131	0.588889
4.48687	0.562768
4.45808	0.539899
4.43434	0.524215
4.38584	0.490909
4.38182	0.488586
4.32929	0.457977
4.30204	0.441919
4.27677	0.429275
4.22424	0.403309
4.2027	0.392929
4.17172	0.379994
4.11919	0.358727
4.08173	0.343939
4.06667	0.338608
4.01414	0.320717
3.96162	0.302653
3.93905	0.294949
3.90909	0.28533
3.85657	0.268136
3.80404	0.249803
3.79319	0.24596
3.75152	0.231538
3.69899	0.212162
3.6603	0.19697
3.64646	0.191555
3.59394	0.170576
3.54151	0.14798
3.54141	0.147939
3.48889	0.125299
3.43636	0.101105
3.43177	0.0989899
3.38384	0.0767647
3.33131	0.0511371
3.32896	0.05
