0.6	1.16989
0.621516	1.17677
0.652525	1.18558
0.70505	1.20044
0.757576	1.21561
0.791143	1.22576
0.810101	1.23083
0.862626	1.24573
0.915151	1.26177
0.954219	1.27475
0.967677	1.27868
1.0202	1.29527
1.07273	1.31338
1.10028	1.32374
1.12525	1.33201
1.17778	1.35093
1.2303	1.37201
1.23194	1.37273
1.28283	1.3926
1.33535	1.41599
1.34694	1.42172
1.38788	1.44025
1.4404	1.46776
1.44549	1.47071
1.49293	1.49642
1.53037	1.5197
1.54545	1.52862
1.59798	1.56298
1.60606	1.56869
1.65051	1.59872
1.67665	1.61768
1.70303	1.63603
1.7453	1.66667
1.75556	1.67379
1.80808	1.71048
1.81553	1.71566
1.86061	1.74528
1.89004	1.76465
1.91313	1.77908
1.96566	1.81197
1.96833	1.81364
2.01818	1.84325
2.04945	1.86263
2.07071	1.87547
2.12323	1.90908
2.12703	1.91162
2.17576	1.94431
2.19813	1.96061
2.22828	1.98315
2.26125	2.0096
2.28081	2.02595
2.31809	2.05859
2.33333	2.07256
2.37105	2.10758
2.38586	2.12188
2.42251	2.15657
2.43838	2.17193
2.47475	2.20556
2.49091	2.22051
2.53002	2.25455
2.54343	2.26598
2.59056	2.30354
2.59596	2.30765
2.64848	2.34486
2.65991	2.35253
2.70101	2.37799
2.74062	2.40152
2.75354	2.40845
2.80606	2.43506
2.83755	2.45051
2.85859	2.45959
2.91111	2.48127
2.95603	2.49949
2.96364	2.50221
3.01616	2.5204
3.06869	2.53896
3.09482	2.54848
3.12121	2.55721
3.17374	2.57563
3.22626	2.59633
3.22898	2.59747
3.27879	2.61757
3.33131	2.64219
3.33967	2.64646
3.38384	2.66884
3.42979	2.69545
3.43636	2.6993
3.48889	2.73223
3.50698	2.74444
3.54141	2.7681
3.57643	2.79343
3.59394	2.80629
3.64221	2.84242
3.64646	2.84562
3.69899	2.88417
3.70923	2.89141
3.75152	2.92076
3.78151	2.9404
3.80404	2.95472
3.85657	2.98524
3.86472	2.98939
3.90909	3.01117
3.96162	3.03385
3.97443	3.03838
4.01414	3.05198
4.06667	3.06624
4.11919	3.0766
4.17172	3.08248
4.22424	3.08313
4.27677	3.07761
4.32929	3.06485
4.38182	3.04373
4.39144	3.03838
4.43434	3.00984
4.4582	2.98939
4.48687	2.95946
4.50217	2.9404
4.53416	2.89141
4.53939	2.88138
4.55757	2.84242
4.57557	2.79343
4.58923	2.74444
4.59192	2.73072
4.59847	2.69545
4.60412	2.64646
4.60644	2.59747
4.60549	2.54848
4.60135	2.49949
4.5942	2.45051
4.59192	2.43897
4.58394	2.40152
4.57116	2.35253
4.55655	2.30354
4.54076	2.25455
4.53939	2.25034
4.5238	2.20556
4.50702	2.15657
4.49117	2.10758
4.48687	2.0926
4.47635	2.05859
4.4634	2.0096
4.45288	1.96061
4.44505	1.91162
4.44005	1.86263
4.43794	1.81364
4.43871	1.76465
4.44234	1.71566
4.44874	1.66667
4.45781	1.61768
4.46939	1.56869
4.48325	1.5197
4.48687	1.50823
4.49798	1.47071
4.51357	1.42172
4.52968	1.37273
4.53939	1.34275
4.54497	1.32374
4.55837	1.27475
4.57008	1.22576
4.57951	1.17677
4.58626	1.12778
4.59003	1.07879
4.59064	1.0298
4.58795	0.980808
4.58179	0.931818
4.57198	0.882828
4.55822	0.833838
4.54014	0.784848
4.53939	0.783324
4.51626	0.735859
4.48706	0.686869
4.48687	0.686613
4.45044	0.637879
4.43434	0.620214
4.40579	0.588889
4.38182	0.567318
4.35101	0.539899
4.32929	0.523974
4.28309	0.490909
4.27677	0.487146
4.22424	0.457383
4.19555	0.441919
4.17172	0.431087
4.11919	0.40878
4.07944	0.392929
4.06667	0.388508
4.01414	0.371694
3.96162	0.355628
3.92194	0.343939
3.90909	0.340517
3.85657	0.327078
3.80404	0.313461
3.75152	0.299343
3.73546	0.294949
3.69899	0.285588
3.64646	0.271416
3.59394	0.256074
3.56157	0.24596
3.54141	0.23989
3.48889	0.22313
3.43636	0.204563
3.41627	0.19697
3.38384	0.184868
3.33131	0.163648
3.29556	0.14798
3.27879	0.140601
3.22626	0.116489
3.19023	0.0989899
3.17374	0.0908925
3.12121	0.0648568
3.09161	0.05
0.70505	0
