1000	100	6.383	0.007414	0.979987
1000	200	6.083	0.006462	0.986989
1000	400	5.023	0.005481	0.996056
1000	600	3.323	0.003755	0.996271
1000	800	1.256	0.001581	0.992255
1000	900	0.4125	0.0004519	0.976761
1200	100	2.97	0.00394	0.976902
1200	1000	0.4296	0.0004523	0.991253
1200	1100	0.1406	0.0001546	0.974499
1200	200	2.867	0.003207	0.984155
1200	400	2.511	0.003074	0.994028
1200	600	1.947	0.002028	0.997331
1200	800	1.207	0.001419	0.996699
1400	100	1.502	0.001696	0.972226
1400	1000	0.4887	0.0004819	0.996405
1400	1200	0.166	0.0001691	0.990218
1400	1300	0.05455	5.583e-05	0.972843
1400	200	1.458	0.001784	0.979999
1400	400	1.321	0.001382	0.991392
1400	600	1.111	0.001212	0.996883
1400	800	0.825	0.0009092	0.998132
1600	100	0.8063	0.00108	0.965956
1600	1000	0.3731	0.0003842	0.997395
1600	1200	0.2129	0.0002377	0.996193
1600	1400	0.07031	7.503e-05	0.989753
1600	1500	0.02318	2.436e-05	0.971753
1600	200	0.7864	0.0009473	0.975529
1600	400	0.7256	0.0007138	0.988707
1600	600	0.6375	0.0007697	0.995797
1600	800	0.5188	0.0005705	0.997940
1800	100	0.453	0.0005676	0.959604
1800	1000	0.2528	0.0002504	0.998673
1800	1200	0.1771	0.0001865	0.997965
1800	1400	0.09803	9.735e-05	0.996579
1800	1600	0.03186	3.354e-05	0.990806
1800	1700	0.01069	1.081e-05	0.973029
1800	200	0.4422	0.0005438	0.969361
1800	400	0.4125	0.000442	0.985064
1800	600	0.3718	0.0004269	0.993010
1800	800	0.3192	0.0003463	0.997806
2000	100	0.2622	0.0003549	0.951018
2000	1000	0.1649	0.0001688	0.998699
2000	1200	0.1281	0.0001403	0.998742
2000	1400	0.08748	0.0001093	0.998159
2000	1600	0.0472	4.67e-05	0.996451
2000	1800	0.01517	1.492e-05	0.990866
2000	1900	0.005147	5.248e-06	0.974164
2000	200	0.2565	0.0002892	0.961421
2000	400	0.2415	0.0002789	0.979789
2000	600	0.2217	0.0002299	0.990346
2000	800	0.1962	0.0002057	0.996284
200	100	2041.0	2.346	0.992246
2200	100	0.1563	0.0001674	0.939508
2200	1000	0.1055	0.0001095	0.998037
2200	1200	0.08713	9.628e-05	0.999013
2200	1400	0.0664	7.773e-05	0.998765
2200	1600	0.04463	4.84e-05	0.998126
2200	1800	0.02379	2.48e-05	0.996670
2200	200	0.1526	0.0001766	0.954070
2200	2000	0.007548	7.439e-06	0.991219
2200	2100	0.002602	2.498e-06	0.975165
2200	400	0.1443	0.0001654	0.972922
2200	600	0.134	0.0001478	0.986661
2200	800	0.1211	0.0001416	0.994657
2400	100	0.09505	0.0001127	0.927240
2400	1000	0.06736	7.019e-05	0.996465
2400	1200	0.05781	5.909e-05	0.998773
2400	1400	0.04709	4.789e-05	0.999183
2400	1600	0.03533	3.503e-05	0.998847
2400	1800	0.02333	2.242e-05	0.998363
2400	200	0.09283	0.0001097	0.942633
2400	2000	0.01227	1.365e-05	0.997234
2400	2200	0.003845	3.748e-06	0.990952
2400	2300	0.001352	1.315e-06	0.976518
2400	400	0.08794	9.564e-05	0.965656
2400	600	0.08234	9.587e-05	0.981380
2400	800	0.07538	8.756e-05	0.991147
2600	100	0.05897	6.764e-05	0.911755
2600	1000	0.04291	4.713e-05	0.993516
2600	1200	0.03784	4.409e-05	0.998266
2600	1400	0.03211	3.333e-05	0.999089
2600	1600	0.0258	2.518e-05	0.999324
2600	1800	0.01914	1.968e-05	0.998944
2600	200	0.05743	6.807e-05	0.930197
2600	2000	0.01247	1.299e-05	0.998602
2600	2200	0.006481	6.497e-06	0.996925
2600	2400	0.002025	1.828e-06	0.991394
2600	2500	0.0007201	7.203e-07	0.978604
2600	400	0.05436	6.319e-05	0.955102
2600	600	0.05118	5.362e-05	0.974803
2600	800	0.0473	6.17e-05	0.986297
2800	100	0.03711	4.504e-05	0.892252
2800	1000	0.02748	3.423e-05	0.990551
2800	1200	0.02468	2.847e-05	0.996558
2800	1400	0.02155	2.294e-05	0.998949
2800	1600	0.01806	1.892e-05	0.999274
2800	1800	0.01431	1.517e-05	0.999140
2800	200	0.03609	4.32e-05	0.912883
2800	2000	0.01053	1.159e-05	0.999068
2800	2200	0.006788	7.054e-06	0.998417
2800	2400	0.003482	3.796e-06	0.997337
2800	2600	0.001081	1.235e-06	0.992086
2800	2700	0.0003928	4.358e-07	0.979983
2800	400	0.03408	4.134e-05	0.945565
2800	600	0.03214	3.32e-05	0.966709
2800	800	0.0299	3.624e-05	0.980721
3000	100	0.02376	3.079e-05	0.869276
3000	1000	0.01762	2.102e-05	0.985796
3000	1200	0.01605	1.796e-05	0.993943
3000	1400	0.01427	1.619e-05	0.997769
3000	1600	0.01236	1.354e-05	0.999457
3000	1800	0.01025	1.086e-05	0.999409
3000	200	0.02301	2.9e-05	0.892347
3000	2000	0.008069	8.914e-06	0.999249
3000	2200	0.005861	6.037e-06	0.998982
3000	2400	0.003746	4.01e-06	0.998348
3000	2600	0.001903	2.117e-06	0.996905
3000	2800	0.0005913	6.196e-07	0.992045
3000	2900	0.0002188	2.306e-07	0.980340
3000	400	0.02166	2.601e-05	0.930294
3000	600	0.02042	2.362e-05	0.955687
3000	800	0.01905	2.292e-05	0.973169
3200	100	0.01545	1.858e-05	0.840296
3200	1000	0.01134	1.396e-05	0.980183
3200	1200	0.01044	1.194e-05	0.989474
3200	1400	0.009417	1.139e-05	0.996603
3200	1600	0.008364	9.684e-06	0.998987
3200	1800	0.007143	7.594e-06	0.999757
3200	200	0.01486	1.66e-05	0.868152
3200	2000	0.005881	6.135e-06	0.999513
3200	2200	0.004585	5.105e-06	0.999314
3200	2400	0.003303	3.681e-06	0.999163
3200	2600	0.002092	2.301e-06	0.998311
3200	2800	0.001055	1.129e-06	0.997469
3200	3000	0.0003262	3.535e-07	0.992171
3200	3100	0.000123	1.295e-07	0.981154
3200	400	0.01391	1.693e-05	0.913652
3200	600	0.01308	1.672e-05	0.942721
3200	800	0.01223	1.472e-05	0.963875
3400	100	0.01017	1.188e-05	0.808263
3400	1000	0.007375	8.882e-06	0.971097
3400	1200	0.006836	8.225e-06	0.984667
3400	1400	0.006229	7.222e-06	0.993793
3400	1600	0.005584	6.046e-06	0.997624
3400	1800	0.004898	5.736e-06	0.999599
3400	200	0.009756	1.214e-05	0.841265
3400	2000	0.004166	4.634e-06	0.999691
3400	2200	0.0034	3.94e-06	0.999458
3400	2400	0.002632	3.067e-06	0.999380
3400	2600	0.001883	2.246e-06	0.998946
3400	2800	0.001181	1.301e-06	0.998555
3400	3000	0.0005894	6.439e-07	0.997309
3400	3200	0.0001844	1.878e-07	0.992460
3400	3300	7.064e-05	8.19e-08	0.980511
3400	400	0.009058	1.103e-05	0.890749
3400	600	0.008478	1.029e-05	0.925399
3400	800	0.007946	9.166e-06	0.952456
3600	100	0.00683	8.579e-06	0.767738
3600	1000	0.004843	5.692e-06	0.961480
3600	1200	0.004483	6.135e-06	0.977474
3600	1400	0.004124	4.638e-06	0.988592
3600	1600	0.003735	4.34e-06	0.995529
3600	1800	0.003318	3.961e-06	0.998672
3600	200	0.00649	8.656e-06	0.804968
3600	2000	0.002891	3.273e-06	0.999479
3600	2200	0.002443	2.882e-06	0.999557
3600	2400	0.001987	2.313e-06	0.999494
3600	2600	0.001525	1.869e-06	0.999349
3600	2800	0.001083	1.174e-06	0.998984
3600	3000	0.0006751	7.772e-07	0.997961
3600	3200	0.0003352	3.555e-07	0.996810
3600	3400	0.0001055	1.168e-07	0.991802
3600	3500	4.113e-05	4.569e-08	0.980206
3600	400	0.005978	7.365e-06	0.862142
3600	600	0.005568	6.696e-06	0.907309
3600	800	0.005185	5.852e-06	0.937246
3800	100	0.004659	5.259e-06	0.724726
3800	1000	0.003192	3.846e-06	0.946263
3800	1200	0.002961	3.888e-06	0.967839
3800	1400	0.00273	3.187e-06	0.983886
3800	1600	0.002495	3.085e-06	0.991971
3800	1800	0.002251	2.798e-06	0.997161
3800	200	0.004412	5.802e-06	0.767634
3800	2000	0.001995	2.302e-06	0.999401
3800	2200	0.001721	1.885e-06	0.999641
3800	2400	0.001448	1.644e-06	0.999529
3800	2600	0.00117	1.35e-06	0.999463
3800	2800	0.0008948	1.119e-06	0.999132
3800	3000	0.00063	7.454e-07	0.999050
3800	3200	0.0003903	4.961e-07	0.998508
3800	3400	0.0001934	1.988e-07	0.996542
3800	3600	6.13e-05	6.538e-08	0.990899
3800	3700	2.421e-05	2.784e-08	0.977944
3800	400	0.003996	4.929e-06	0.831734
3800	600	0.0037	4.976e-06	0.881309
3800	800	0.003437	4.074e-06	0.918485
4000	100	0.003258	3.736e-06	0.673995
4000	1000	0.002137	2.593e-06	0.930420
4000	1200	0.001984	2.662e-06	0.956848
4000	1400	0.001829	2.437e-06	0.974732
4000	1600	0.001677	2.15e-06	0.987649
4000	1800	0.001529	1.782e-06	0.995009
4000	200	0.003049	3.835e-06	0.721610
4000	2000	0.00137	1.72e-06	0.998166
4000	2200	0.001207	1.458e-06	0.999565
4000	2400	0.00104	1.152e-06	0.999482
4000	2600	0.0008684	1.026e-06	0.999580
4000	2800	0.0006971	8.961e-07	0.999425
4000	3000	0.0005318	6.662e-07	0.999156
4000	3200	0.0003718	4.514e-07	0.998862
4000	3400	0.0002294	2.708e-07	0.997952
4000	3600	0.0001135	1.438e-07	0.996471
4000	3800	3.594e-05	4.086e-08	0.989817
4000	3900	1.456e-05	1.946e-08	0.977827
4000	400	0.002727	4.002e-06	0.795764
4000	600	0.002491	3.209e-06	0.850045
4000	800	0.002299	2.801e-06	0.897258
400	100	194.7	0.24	0.990312
400	200	142.8	0.1868	0.995012
400	300	61.58	0.06085	0.989523
4200	100	0.002323	3.214e-06	0.627422
4200	1000	0.001448	1.861e-06	0.910803
4200	1200	0.001338	1.934e-06	0.941692
4200	1400	0.001241	1.685e-06	0.964154
4200	1600	0.001141	1.476e-06	0.980703
4200	1800	0.001041	1.342e-06	0.990971
4200	200	0.002156	2.943e-06	0.672834
4200	2000	0.0009419	1.388e-06	0.997078
4200	2200	0.0008416	1.096e-06	0.999133
4200	2400	0.0007402	9.207e-07	0.999810
4200	2600	0.0006345	8.236e-07	0.999688
4200	2800	0.0005277	6.572e-07	0.999510
4200	3000	0.0004223	5.21e-07	0.999406
4200	3200	0.0003192	4.101e-07	0.999230
4200	3400	0.0002221	2.935e-07	0.999101
4200	3600	0.0001366	1.799e-07	0.998339
4200	3800	6.727e-05	8.162e-08	0.996993
4200	400	0.001891	2.571e-06	0.753119
4200	4000	2.145e-05	2.746e-08	0.989418
4200	4100	8.993e-06	1.183e-08	0.978108
4200	600	0.001715	2.393e-06	0.819201
4200	800	0.001571	1.981e-06	0.868377
4400	100	0.001696	2.214e-06	0.569450
4400	1000	0.0009943	1.289e-06	0.885955
4400	1200	0.0009204	1.388e-06	0.922944
4400	1400	0.0008498	1.222e-06	0.950717
4400	1600	0.0007847	1.045e-06	0.971681
4400	1800	0.0007199	9.963e-07	0.984822
4400	200	0.001556	2.057e-06	0.621204
4400	2000	0.0006561	9e-07	0.993554
4400	2200	0.0005889	9.199e-07	0.998273
4400	2400	0.0005255	7.412e-07	0.999657
4400	2600	0.0004588	5.92e-07	0.999529
4400	2800	0.0003923	4.911e-07	0.999366
4400	3000	0.000326	4.409e-07	0.999455
4400	3200	0.0002587	3.265e-07	0.999285
4400	3400	0.0001952	2.476e-07	0.999296
4400	3600	0.0001349	1.649e-07	0.998415
4400	3800	8.271e-05	1.053e-07	0.997885
4400	400	0.001352	1.685e-06	0.710542
4400	4000	4.087e-05	4.88e-08	0.996000
4400	4200	1.32e-05	1.937e-08	0.989330
4400	4300	5.639e-06	8.415e-09	0.975477
4400	600	0.001201	1.616e-06	0.779050
4400	800	0.001092	1.594e-06	0.836776
4600	100	0.001268	1.522e-06	0.515256
4600	1000	0.0007013	1.04e-06	0.856220
4600	1200	0.0006428	9.93e-07	0.900583
4600	1400	0.0005911	8.603e-07	0.934962
4600	1600	0.0005437	8.044e-07	0.960056
4600	1800	0.0005009	7.385e-07	0.978001
4600	200	0.001152	1.608e-06	0.568226
4600	2000	0.0004593	6.863e-07	0.989688
4600	2200	0.0004184	6.114e-07	0.996321
4600	2400	0.0003735	5.512e-07	0.999074
4600	2600	0.0003315	4.577e-07	0.999660
4600	2800	0.0002908	3.866e-07	0.999679
4600	3000	0.0002456	3.386e-07	0.999543
4600	3200	0.0002045	2.866e-07	0.999546
4600	3400	0.0001613	2.374e-07	0.999255
4600	3600	0.000121	1.662e-07	0.999101
4600	3800	8.373e-05	1.199e-07	0.998829
4600	400	0.0009786	1.361e-06	0.656275
4600	4000	5.118e-05	7.236e-08	0.997906
4600	4200	2.52e-05	3.479e-08	0.996297
4600	4400	8.234e-06	1.245e-08	0.988505
4600	4500	3.62e-06	5.66e-09	0.976469
4600	600	0.0008614	1.256e-06	0.737205
4600	800	0.0007695	1.056e-06	0.803988
4800	100	0.0009702	1.388e-06	0.462198
4800	1000	0.0005025	7.231e-07	0.828154
4800	1200	0.0004574	7.1e-07	0.875126
4800	1400	0.0004196	6.509e-07	0.916163
4800	1600	0.000384	5.869e-07	0.945914
4800	1800	0.0003578	5.489e-07	0.967814
4800	200	0.00087	1.255e-06	0.518513
4800	2000	0.0003273	4.971e-07	0.983710
4800	2200	0.0002981	4.454e-07	0.992647
4800	2400	0.0002699	4.084e-07	0.997454
4800	2600	0.0002424	3.542e-07	0.999724
4800	2800	0.0002142	3.102e-07	0.999525
4800	3000	0.0001864	2.554e-07	0.999625
4800	3200	0.0001576	2.11e-07	0.999621
4800	3400	0.00013	1.758e-07	0.999760
4800	3600	0.0001024	1.549e-07	0.999477
4800	3800	7.687e-05	1.214e-07	0.998979
4800	400	0.0007256	1.074e-06	0.611451
4800	4000	5.298e-05	7.877e-08	0.998807
4800	4200	3.221e-05	4.578e-08	0.997971
4800	4400	1.594e-05	2.148e-08	0.995654
