3952	2800.04
3840.36	2900.03
3799.97	2928.26
3690.25	2900.03
3599.97	2879.57
3528.54	2800.04
3415.03	2700.04
3399.98	2689.03
3339.57	2700.04
3199.99	2713.09
3169.28	2700.04
2999.98	2638.83
2956.44	2600.03
2799.98	2519.21
2784.81	2500.04
2606.94	2400.03
2599.99	2396.58
2572.28	2300.03
2460.11	2200.03
2399.98	2153.73
2355.65	2100.03
2199.99	2021.69
2171.48	2000.02
2092.07	1900.03
1999.99	1850.52
1955.17	1800.03
1804.63	1700.02
1799.98	1697.5
1746.67	1600.01
1599.99	1515.71
1568.61	1500.02
1540.8	1400.02
1399.99	1323.9
1352.21	1300.01
1337.69	1200.02
1200	1126.11
1147.8	1100.01
1136.62	1000.01
999.991	928.667
916.883	900.015
906.329	800.009
709.995	731.158
709.804	700.003
709.79	600.007
709.79	500.007
709.79	400.005
709.79	300.003
709.79	200.002
709.819	55.0003
709.995	54.9133
999.991	54.9513
1134.09	55.0003
1200	82.7188
1399.99	131.893
1599.99	165.801
1799.98	189.626
1999.99	194.084
2199.99	199.368
2252.02	200.002
2399.98	252.372
2599.99	228.867
2799.98	273.476
2999.98	296.056
3046.97	300.003
3199.99	356.009
3350.49	400.005
3399.98	427.488
3599.97	439.928
3799.97	490.152
3823.96	500.007
3978	600.007
3999.98	617.317
4108.97	700.003
4199.97	775.245
4250.27	800.009
4378.87	900.015
4399.96	921.895
4419.44	1000.01
4443.81	1100.01
4456.48	1200.02
4464.3	1300.01
4471.74	1400.02
4468.05	1500.02
4471.99	1600.01
4467.82	1700.02
4456.89	1800.03
4451.57	1900.03
4445.16	2000.02
4431.98	2100.03
4419.51	2200.03
4401.8	2300.03
4399.96	2312.02
4326.1	2400.03
4199.97	2485.54
4189.9	2500.04
4124.83	2600.03
4052.47	2700.04
3999.98	2748.88
3952	2800.04
