0.6	1.12609
0.604108	1.12778
0.652525	1.14612
0.70505	1.16633
0.731178	1.17677
0.757576	1.18646
0.810101	1.20683
0.855382	1.22576
0.862626	1.22852
0.915151	1.25001
0.967677	1.27331
0.970705	1.27475
1.0202	1.29579
1.07273	1.31962
1.08134	1.32374
1.12525	1.34237
1.17778	1.36591
1.19226	1.37273
1.2303	1.3887
1.28283	1.41231
1.30227	1.42172
1.33535	1.4362
1.38788	1.46162
1.40487	1.47071
1.4404	1.48825
1.49293	1.51779
1.49602	1.5197
1.54545	1.5482
1.57707	1.56869
1.59798	1.58136
1.65051	1.61611
1.65275	1.61768
1.70303	1.64985
1.72813	1.66667
1.75556	1.68342
1.80724	1.71566
1.80808	1.71613
1.86061	1.74537
1.89477	1.76465
1.91313	1.77405
1.96566	1.80113
1.98918	1.81364
2.01818	1.82795
2.07071	1.85556
2.08332	1.86263
2.12323	1.88427
2.16785	1.91162
2.17576	1.91649
2.22828	1.9523
2.23929	1.96061
2.28081	1.99362
2.29924	2.0096
2.33333	2.04149
2.35083	2.05859
2.38586	2.09574
2.39705	2.10758
2.43838	2.15438
2.44041	2.15657
2.48441	2.20556
2.49091	2.21294
2.531	2.25455
2.54343	2.26728
2.58283	2.30354
2.59596	2.31508
2.64348	2.35253
2.64848	2.35619
2.70101	2.39055
2.71935	2.40152
2.75354	2.41995
2.80606	2.44614
2.81549	2.45051
2.85859	2.46812
2.91111	2.48849
2.94051	2.49949
2.96364	2.50712
3.01616	2.52398
3.06869	2.54123
3.09014	2.54848
3.12121	2.55801
3.17374	2.57516
3.22626	2.59437
3.23419	2.59747
3.27879	2.61412
3.33131	2.6364
3.35293	2.64646
3.38384	2.66063
3.43636	2.6872
3.45172	2.69545
3.48889	2.71551
3.53861	2.74444
3.54141	2.7461
3.59394	2.7771
3.62097	2.79343
3.64646	2.80899
3.69899	2.84085
3.70175	2.84242
3.75152	2.87074
3.78937	2.89141
3.80404	2.89932
3.85657	2.92497
3.89116	2.9404
3.90909	2.94821
3.96162	2.96816
4.01414	2.98605
4.02588	2.98939
4.06667	3.00072
4.11919	3.013
4.17172	3.02307
4.22424	3.03063
4.27677	3.03514
4.32929	3.03578
4.38182	3.03145
4.43434	3.02077
4.48687	3.00226
4.51203	2.98939
4.53939	2.97211
4.57741	2.9404
4.59192	2.92507
4.61816	2.89141
4.64444	2.84765
4.64717	2.84242
4.66699	2.79343
4.68172	2.74444
4.69233	2.69545
4.69697	2.66424
4.69944	2.64646
4.70379	2.59747
4.70625	2.54848
4.70724	2.49949
4.70718	2.45051
4.70641	2.40152
4.70528	2.35253
4.70414	2.30354
4.70331	2.25455
4.70312	2.20556
4.70383	2.15657
4.70564	2.10758
4.70863	2.05859
4.71272	2.0096
4.71775	1.96061
4.72346	1.91162
4.72962	1.86263
4.73608	1.81364
4.74277	1.76465
4.7495	1.71723
4.74968	1.71566
4.7559	1.66667
4.76242	1.61768
4.76926	1.56869
4.77632	1.5197
4.7834	1.47071
4.79013	1.42172
4.79602	1.37273
4.80039	1.32374
4.80202	1.28582
4.80243	1.27475
4.80202	1.25109
4.80154	1.22576
4.79688	1.17677
4.78809	1.12778
4.77505	1.07879
4.75794	1.0298
4.7495	1.01075
4.73621	0.980808
4.71085	0.931818
4.69697	0.908448
4.68228	0.882828
4.651	0.833838
4.64444	0.82482
4.61667	0.784848
4.59192	0.752713
4.57946	0.735859
4.53939	0.688068
4.53842	0.686869
4.49172	0.637879
4.48687	0.633524
4.43721	0.588889
4.43434	0.586723
4.38182	0.548206
4.37003	0.539899
4.32929	0.516437
4.28151	0.490909
4.27677	0.488831
4.22424	0.468299
4.17172	0.450428
4.14246	0.441919
4.11919	0.436373
4.06667	0.425913
4.01414	0.417232
3.96162	0.409901
3.90909	0.40345
3.85657	0.397406
3.81789	0.392929
3.80404	0.391594
3.75152	0.38622
3.69899	0.380319
3.64646	0.373724
3.59394	0.366319
3.54141	0.35802
3.48889	0.348753
3.46411	0.343939
3.43636	0.339356
3.38384	0.32993
3.33131	0.319681
3.27879	0.308631
3.22626	0.296864
3.21791	0.294949
3.17374	0.286219
3.12121	0.275791
3.06869	0.265535
3.01616	0.255695
2.96364	0.246479
2.96033	0.24596
2.91111	0.239143
2.85859	0.232617
2.80606	0.226806
2.75354	0.221641
2.70101	0.21702
2.64848	0.212809
2.59596	0.208846
2.54343	0.204941
2.49091	0.200875
2.44479	0.19697
2.43838	0.196459
2.38586	0.191834
2.33333	0.186307
2.28081	0.179554
2.22828	0.171215
2.17576	0.160907
2.12323	0.148226
2.12232	0.14798
2.07071	0.134145
2.01818	0.117423
1.96847	0.0989899
1.96566	0.0979428
1.91313	0.0774448
1.86061	0.054694
1.85001	0.05
